Code Name,Portal Destination,Risk Level,ID,X-coord,Y-coord
olgaermnsoe,Asymmetrical Crescent,"You should bring a group, a guide, and a weapon.",174739,7549906.249,450957.2165
rsoaomegeln,Warped Ridge,You should bring a group.,174740,7549910.763,451070.4111
ansgmoleero,Vibrant Bivouac,"You should bring a group, a guide, and a weapon.",174741,7549921.244,451192.2644
gloeseonmar,Glassy Hollow,You should be fine.,174742,7549902.668,451157.976
geealrosomn,Dazzling Paradise,You should bring a group.,27169,7538956.474,459248.8665
glsermoaneo,Sparkling Trail,This is probably your last adventure.,27185,7539862.916,459222.7612
seeomlrgoan,Ephemeral Domain,You should be fine.,19255,7548339.197,469612.289
esrlegmnaoo,Drifting Acropolis,"You should bring a group, a guide, a weapon, and a healer.",19254,7548306.305,469614.6932
roeaomnlges,Placid Refuge,"You should bring a group, a guide, and a weapon.",19252,7548232.198,469618.7543
sreeamlongo,Baleful Waterfall,"You should bring a group, a guide, and a weapon.",19031,7548083.52,469898.6499
orlseamgeon,Bejeweled Waste,You should bring a group and a guide.,19029,7548053.759,469900.3038
oomgnelsare,Ancient Sierra,You should be fine.,29992,7541892.957,455137.5528
gaooemrslen,Magnificent Precinct,You should be fine.,29668,7541996.484,455496.188
esreognloma,Bountiful Glen,You should bring a group and a guide.,19529,7548054.849,469260.6293
ogelaoernsm,Moldering Forest,"You should bring a group, a guide, a weapon, and a healer.",19547,7548054.085,469236.7421
omrsaolegen,Lush Path,You should bring a group and a guide.,15499,7550439.104,474798.9281
rngsleaoemo,Serpentine Boutique,You might want to bring a friend.,19220,7547782.656,469657.9911
goeerlomnas,Moaning Nook,You should bring a group.,174418,7547017.6,451749.4094
oernaelmsog,Pristine Cove,This is probably your last adventure.,15015,7544498.657,475106.8661
gnrlooeesam,Thorny Acropolis,You should bring a group.,19235,7548073.073,469629.4957
agoleonrmse,Bleak Park,"You should bring a group, a guide, and a weapon.",18910,7548331.464,470159.6926
nlsmoagoree,Barren Jungle,You should be fine.,16519,7557774.034,474035.1138
omloesagern,Hallowed Creek,"You should bring a group, a guide, and a weapon.",16532,7558073.797,474018.2221
aseonlmergo,Exotic Sect,You should be fine.,15045,7544522.873,475083.6296
leaoroemgsn,Titanic Spring,You should bring a group and a guide.,174102,7563396.045,472679.8182
maglenrsoeo,Nocturnal Chapel,You might want to bring a friend.,174419,7548431.237,469235.0961
ealosenromg,Petrified Knoll,This is probably your last adventure.,14953,7544347.156,475149.855
eseolaongmr,Reflective Colosseum,This is probably your last adventure.,17468,7563346.596,472681.5705
ngoareseoml,Forsaken Ranch,This is probably your last adventure.,18894,7548066.089,470176.2152
gslromenoea,Twinkling Catacomb,You should bring a group.,173461,7565018.337,472133.6427
esomnloareg,Mystical Orchard,"You should bring a group, a guide, and a weapon.",15490,7550395.328,474806.6775
ormoeaglnse,Stark Bog,You should bring a group.,21227,7539028.323,466221.7723
mreangoselo,Infinite Atoll,You should be fine.,21247,7539048.077,466201.6585
grneeslmoao,Insidious Spire,You should bring a group and a guide.,21252,7539224.45,466196.3474
rolgoensmea,Iridescent Ledge,This is probably your last adventure.,21259,7539407.389,466188.8245
anmrelgoeos,Infinite Tomb,"You should bring a group, a guide, a weapon, and a healer.",21262,7539469.276,466186.8563
omrosaneegl,Sunken Reef,This is probably your last adventure.,23671,7547080.648,463410.436
omarsneloeg,Abyssal Road,You should bring a group.,67549,7547105.282,463394.8061
rnsemlaeoog,Tangled Forest,"You should bring a group, a guide, and a weapon.",23363,7547079.427,463714.4409
omoesanrelg,Looming Wetlands,You should bring a group and a guide.,23164,7547085.835,463901.5361
nrmaloeegos,Ominous Necropolis,This is probably your last adventure.,23167,7547141.702,463899.5489
lergomonsae,Gargantuan Swamp,This is probably your last adventure.,67550,7547095.939,463160.9518
gmeneaorsol,Mysterious Wilds,You should bring a group.,16875,7551927.77,473637.4068
nloramogees,Bubbling Field,"You should bring a group, a guide, a weapon, and a healer.",23651,7546742.242,463421.3041
gonlomserea,Sweltering Ward,You might want to bring a friend.,168343,7551055.39,470883.3327
omagrsoeeln,Sweltering Sanctuary,You should bring a group and a guide.,168344,7551057.219,471032.3077
onglamsoere,Sparkling Forest,You should bring a group.,20701,7545146.79,467192.6335
msolgeeonra,Reflective Forest,"You should bring a group, a guide, a weapon, and a healer.",20816,7545137.918,466968.7293
soergnmaoel,Inviting Monastery,You might want to bring a friend.,20483,7545134.187,467661.772
eegarnomslo,Tranquil Vault,"You should bring a group, a guide, and a weapon.",20506,7545550.636,467649.853
olomaesengr,Arcane Atoll,You should bring a group and a guide.,20454,7543883.501,467689.3186
eersomlonag,Murmuring Refuge,You should be fine.,24158,7546728.161,462811.3986
mleeasnoorg,Arcane Scar,You should bring a group.,20629,7544175.885,467306.7825
oonelsrgmae,Rustic Ward,"You should bring a group, a guide, a weapon, and a healer.",20462,7544184.973,467681.3517
alrmgoseone,Nautical Abyss,You should be fine.,20264,7544192.232,468028.8337
moleeorgnas,Barren Dell,You should be fine.,20487,7543833.61,467659.5755
elomsoraneg,Bleak Savanna,You might want to bring a friend.,20465,7544501.031,467674.9383
sgemoalnore,Abyssal Pantry,You should bring a group.,34451,7536001.019,449739.5131
rmnsaoeleog,Magnificent Heath,"You should bring a group, a guide, a weapon, and a healer.",34380,7536019.118,449822.4209
rgameoelsno,Ravaged Crater,This is probably your last adventure.,34509,7535964.172,449644.3566
mngroleoeas,Exotic Colosseum,"You should bring a group, a guide, a weapon, and a healer.",50258,7536024.78,450008.4721
nosreemlgao,Colossal Geyser,"You should bring a group, a guide, a weapon, and a healer.",34130,7536028.591,450118.6539
smogalroene,Pulsing Valley,You might want to bring a friend.,11810,7563470.129,477261.9035
snmgeaooelr,Gritty Landing,This is probably your last adventure.,11818,7563586.876,477256.5787
rgneolomsae,Watery Summit,You should bring a group and a guide.,11763,7563019.678,477281.3077
lsnermogoae,Fragrant Colosseum,You should bring a group and a guide.,11778,7563115.678,477275.7444
aomgloreesn,Sublime Dungeon,You should bring a group.,11800,7562811.982,477261.0489
enoaosglmer,Desolate Sierra,This is probably your last adventure.,21809,7561745.127,465416.8953
laseoonremg,Turbulent Square,"You should bring a group, a guide, and a weapon.",2666,7557418.201,486300.3146
noaseemgrol,Desolate Conclave,You might want to bring a friend.,2892,7557432.275,485937.1585
egoansolemr,Flourishing Jungle,You should bring a group and a guide.,3022,7557424.202,485739.4711
oeoaelgrsmn,Frigid Well,You should bring a group and a guide.,3465,7557397.202,485080.1608
onsoarelgme,Tenebrous Frontier,You should be fine.,20892,7546223.823,466816.0456
lgoremnsoea,Tempestuous Hinterland,"You should bring a group, a guide, a weapon, and a healer.",5578,7540144.076,482348.8488
gmreseooanl,Winding River,"You should bring a group, a guide, a weapon, and a healer.",24183,7547443.231,462779.98
lnseaeogomr,Blazing Plateau,"You should bring a group, a guide, and a weapon.",24198,7547787.928,462765.3684
nraeoemlsog,Sublime Ziggurat,"You should bring a group, a guide, a weapon, and a healer.",24459,7547782.031,462507.628
lreosoegmna,Opulent Glen,You should be fine.,25376,7536987.534,461603.9449
romnealsgeo,Quivering Pasture,"You should bring a group, a guide, a weapon, and a healer.",13695,7541445.151,476043.6398
soloaengmer,Murmuring Pass,You should bring a group and a guide.,13897,7541571.843,475891.3202
elegoroasmn,Whispered Nook,You might want to bring a friend.,140181,7564980.797,472590.8967
seoalgomenr,Shrouded Swamp,"You should bring a group, a guide, and a weapon.",28705,7535261.86,456767.6821
mreaongesol,Crumbling Prairie,This is probably your last adventure.,5519,7540145.361,482437.4157
elaoomrsgen,Ethereal Canyon,You should be fine.,5412,7540124.154,482543.9695
molaorgnese,Chimerical Boutique,You should bring a group and a guide.,24437,7547501.458,462520.3806
ooarsmelgne,Sunken Maze,"You should bring a group, a guide, a weapon, and a healer.",174100,7565006.953,472591.0033
orlogsaenme,Heaving Oasis,You should be fine.,24169,7547071.566,462796.0978
omgearoensl,Imposing Dell,"You should bring a group, a guide, and a weapon.",174101,7565104.574,472590.1614
aomlnrosgee,Sinister Precinct,"You should bring a group, a guide, and a weapon.",35718,7547569.95,447286.9495
gaoosmeenlr,Zephyrous Terrace,"You should bring a group, a guide, a weapon, and a healer.",175712,7565439.898,465329.7746
manroeoeslg,Colossal Cavern,You might want to bring a friend.,5742,7535825.871,482186.5617
eoaemsrolng,Inverted Thicket,You might want to bring a friend.,168660,7569113.537,461919.1086
eornaomgesl,Watery Boutique,You might want to bring a friend.,168659,7569005.247,461820.1503
eneoslgaomr,Labyrinthine Dune,You should be fine.,168661,7569240.881,462034.5597
msgleonoear,Starlit Gulf,This is probably your last adventure.,23608,7547752.74,463453.023
egrlamoenos,Hidden Scar,You should be fine.,20895,7546437.043,466807.6371
aslomrengeo,Wistful Meadow,You should bring a group and a guide.,24119,7548977.453,462858.1499
lnamesogreo,Barren Sierra,"You should bring a group, a guide, a weapon, and a healer.",24424,7547100.899,462538.9757
anlomgeoser,Parched Gulch,This is probably your last adventure.,24479,7547839.614,462493.2418
oeamogrlesn,Haunted Garden,You should bring a group and a guide.,24431,7547310.913,462529.3632
megoelaonrs,Stark Reef,This is probably your last adventure.,168658,7568822.131,461726.0312
sgroonlmeea,Inverted Terrace,You should be fine.,20870,7545792.813,466865.2356
sremngleooa,Painted Sect,You should be fine.,21026,7545223.304,466574.0138
esnermgoola,Opulent Stronghold,You should be fine.,21025,7545001.639,466583.8225
aerlmenogos,Drifting Park,You should bring a group and a guide.,21016,7544963.204,466600.1791
reagemlonso,Dusky Outpost,"You should bring a group, a guide, and a weapon.",25308,7536705.634,461684.9268
leaenomosgr,Opulent Precinct,You should be fine.,21023,7544962.802,466586.4715
mroeglnaeso,Dazzling Frontier,You should be fine.,149458,7550227.481,457928.8435
leraesongom,Dilapidated Sanctum,You might want to bring a friend.,22967,7547639.74,464056.9961
morlgneaeos,Sacred Frontier,You should bring a group and a guide.,22923,7547634.608,464085.1854
moanelosreg,Desolate Castle,This is probably your last adventure.,168032,7551118.676,457460.5007
esalonmoger,Obsidian Spire,You should bring a group.,22571,7548743.622,464463.6444
monlgeoreas,Quivering Atoll,You might want to bring a friend.,22604,7548755.422,464415.8707
rlengemsoao,Tidal Field,You should be fine.,22801,7549021.015,464182.2448
eragsolemon,Fragrant Badlands,This is probably your last adventure.,21173,7544806.49,466351.0607
lneoagsreom,Murmuring Hold,"You should bring a group, a guide, a weapon, and a healer.",20617,7544488.183,467326.2457
glaernoesom,Drifting Frontier,"You should bring a group, a guide, a weapon, and a healer.",20620,7544810.386,467320.8274
lesmoganroe,Tempered Geyser,This is probably your last adventure.,23425,7547715.788,463647.52
eerlgomsona,Sinister Conclave,You should bring a group.,21015,7544813.781,466603.1768
rogloemeans,Decayed Road,You should bring a group and a guide.,33060,7549753.045,451509.419
gaoerloensm,Monolithic Labyrinth,You should bring a group.,23669,7545614.681,463415.123
ernoalgeosm,Delirious Ledge,You should bring a group.,2534,7554586.142,486500.3819
mglsnearoeo,Heaving Pasture,You should bring a group and a guide.,3708,7551429.401,484759.56
eaomlnoserg,Ethereal Swamp,You should bring a group.,3721,7551476.831,484743.0886
omneroaglse,Shrouded Well,You should bring a group and a guide.,12144,7537254.602,477039.8675
arelmnesogo,Untamed Fen,This is probably your last adventure.,35050,7548338.099,448682.0886
leomornasge,Malevolent Peak,"You should bring a group, a guide, and a weapon.",35070,7548706.381,448659.522
roslgoneaem,Flourishing Sanctuary,You should bring a group and a guide.,158103,7562430.63,453514.4416
regooalmsne,Blazing Thicket,You should bring a group.,12152,7537100.792,477031.5404
nslgmeoaoer,Flourishing Tavern,You should be fine.,11007,7536661.959,477773.1841
rmenalgoeso,Serpentine Badlands,"You should bring a group, a guide, a weapon, and a healer.",9948,7537101.692,478520.8373
esraoeglomn,Luminous Battleground,You should bring a group.,33882,7534784.361,450434.0768
oasoleerngm,Forbidden Shrine,"You should bring a group, a guide, a weapon, and a healer.",33893,7535968.193,450420.897
eolsaermgon,Brooding Town,You might want to bring a friend.,11138,7535345.72,477699.7487
oneomselgra,Vast Frost,You might want to bring a friend.,11644,7537017.932,477350.7365
oaenslmgero,Desolate Sanctum,You should bring a group.,14800,7545283.398,475261.789
arosmelegno,Golden Gulch,You should bring a group.,14841,7545339.157,475244.0748
aelsoongrem,Rhapsodic Geyser,You might want to bring a friend.,14866,7545335.885,475236.0604
lromnageseo,Glistening Pond,You might want to bring a friend.,30956,7550565.451,454037.6808
laosrmognee,Lavish Necropolis,You should bring a group and a guide.,31007,7550437.651,453980.0089
gsrneoeloam,Infested Pond,"You should bring a group, a guide, a weapon, and a healer.",31086,7550238.383,453894.1201
algmnoeores,Vast Harbor,"You should bring a group, a guide, a weapon, and a healer.",168028,7551526.225,458224.9537
egoloesmnar,Desolate Refuge,You might want to bring a friend.,168029,7551473.448,458223.5646
grmsoonelea,Baleful Prairie,You should bring a group and a guide.,168031,7551268.604,457832.6532
snrmlaeoego,Parched Sanctuary,"You should bring a group, a guide, a weapon, and a healer.",168341,7550987.1,456991.7703
eenrmolosga,Hidden Shrine,"You should bring a group, a guide, a weapon, and a healer.",176025,7543941.303,473327.5794
eeglmsaoonr,Meandering Bayou,You might want to bring a friend.,168340,7550909.896,456759.4728
aeolregnosm,Portentous Cloister,You should bring a group.,137008,7563621.316,472492.4577
osoaelmnreg,Rugged Square,"You should bring a group, a guide, and a weapon.",168030,7551350.331,458055.1273
ogomrnasele,Chimerical Forge,You should be fine.,168339,7550854.731,456593.3009
slaegromone,Sinister Kingdom,"You should bring a group, a guide, a weapon, and a healer.",168033,7551098.16,457392.2208
greoenlaosm,Placid Sanctuary,"You should bring a group, a guide, a weapon, and a healer.",168338,7551103.623,457382.1932
gloreeanmos,Forsaken Vista,You should be fine.,28364,7551093.634,457506.8835
moersalogne,Hazy Battleground,You should be fine.,32898,7551281.012,451668.459
mrsoelgnaeo,Opulent Basin,"You should bring a group, a guide, a weapon, and a healer.",32963,7551285.099,451587.2103
gslooeaemnr,Stony Geyser,"You should bring a group, a guide, a weapon, and a healer.",32996,7551040.403,451566.7369
lonmeaegrso,Shimmering Flats,You should bring a group.,33057,7551538.454,451509.872
esmogreonal,Tangled Outpost,"You should bring a group, a guide, and a weapon.",23405,7549287.943,463668.5121
mnaolegesro,Untamed Peninsula,"You should bring a group, a guide, and a weapon.",23434,7549775.207,463639.5515
negaloosrme,Withered Keep,You might want to bring a friend.,22193,7549137.798,464864.6585
ogmsnoeaelr,Stormy Bunker,You might want to bring a friend.,22691,7549116.137,464326.627
ngemrloaseo,Enigmatic Keep,"You should bring a group, a guide, and a weapon.",22649,7549156.029,464372.6709
smeloagorne,Gleaming Outpost,This is probably your last adventure.,33770,7544045.72,450599.8606
moerogslaen,Nautical Basin,"You should bring a group, a guide, a weapon, and a healer.",23157,7549100.313,463913.8028
norleesgaom,Portentous Basin,You might want to bring a friend.,20990,7543643.459,466664.5659
ogemornelsa,Subterranean Forest,You should be fine.,22257,7549115.454,464798.1155
oanomslrege,Opulent Reef,You should be fine.,22654,7549396.687,464361.3045
remolnegaos,Infinite Geyser,This is probably your last adventure.,27568,7542003.185,458713.851
emrnsooegla,Bountiful Colosseum,This is probably your last adventure.,27320,7542234.046,459073.8789
goolsanrmee,Intertwined Garden,You should be fine.,20692,7553823.351,467206.476
omrsaloeeng,Exotic Palace,You should bring a group.,23392,7549086.476,463674.9236
erlonagesom,Bubbling Necropolis,"You should bring a group, a guide, and a weapon.",21682,7549167.513,465614.0659
elasgoronem,Coiling Oasis,"You should bring a group, a guide, a weapon, and a healer.",21535,7549175.1,465841.8566
amoesenlrgo,Crystalline Heath,"You should bring a group, a guide, a weapon, and a healer.",22094,7548973.888,465024.293
esaoermnolg,Forbidden Maze,This is probably your last adventure.,22096,7549103.281,465019.3356
aeogneosrml,Sunken Spring,You should bring a group and a guide.,20829,7544487.654,466952.3274
onlgareoesm,Intertwined Oasis,You might want to bring a friend.,20832,7544799.913,466943.649
realsogmeno,Intertwined Crescent,"You should bring a group, a guide, and a weapon.",21951,7549147.888,465220.2119
eraelmnsoog,Volcanic Conclave,You should bring a group.,20986,7543253.628,466674.0089
ageeornmols,Luxuriant Chapel,You should be fine.,20989,7543524.607,466668.0505
rlnmoegeosa,Cascading Borough,You might want to bring a friend.,20993,7543771.728,466656.8379
oaeerolsngm,Azure Scar,This is probably your last adventure.,20966,7543776.191,466707.5935
lgoaenemrso,Forbidden Haven,You should bring a group and a guide.,20838,7545019.443,466937.7464
geseoanroml,Barren Keep,You might want to bring a friend.,20842,7545136.767,466934.7421
leneroamgos,Divine Barrow,You should be fine.,20828,7544409.227,466954.4616
eoregalnosm,Dreamlike Road,You should be fine.,22097,7549143.937,465017.2707
meneolorasg,Dismal Pond,You might want to bring a friend.,20837,7544972.715,466938.7024
reaesmogonl,Mystical Prairie,"You should bring a group, a guide, a weapon, and a healer.",125474,7550675.166,458415.4314
areglooesmn,Barren Vault,"You should bring a group, a guide, a weapon, and a healer.",124499,7550769.363,458559.8179
osnemagrole,Glassy Estuary,"You should bring a group, a guide, a weapon, and a healer.",21002,7544162.262,466627.6909
emnlogeraso,Inviting Cape,You should be fine.,9812,7551954.691,478644.6549
mlnasrgoeeo,Haunted Ridge,You might want to bring a friend.,23670,7545628.39,463414.9659
eooalnmsger,Glacial Trail,"You should bring a group, a guide, and a weapon.",24016,7545611.353,462994.6362
oaemslnrgeo,Ravaged Glen,You should bring a group and a guide.,23758,7550055.801,463304.9882
osamglrenoe,Barren Pasture,You should be fine.,23408,7550080.511,463662.8593
oagleoenrms,Starlit Fiefdom,You might want to bring a friend.,23144,7550082.828,463921.2913
osemagonlre,Quaint Summit,This is probably your last adventure.,22740,7550085.989,464266.4957
lesoaeorgmn,Reflective Temple,You might want to bring a friend.,22485,7549604.527,464557.8701
onagrsoeelm,Bizarre Garrison,This is probably your last adventure.,22133,7549619.741,464955.3287
srlgmeeanoo,Haunted Basin,"You should bring a group, a guide, a weapon, and a healer.",22471,7549405.628,464567.5036
easmooegnrl,Unforgiving Heath,"You should bring a group, a guide, a weapon, and a healer.",22476,7549506.51,464562.6175
omselngraeo,Swollen Necropolis,You might want to bring a friend.,22060,7549660.373,465076.2257
lreoaosngem,Shrouded Sierra,"You should bring a group, a guide, and a weapon.",22114,7549590.187,464987.5748
srmgoeenola,Quivering Depot,"You should bring a group, a guide, and a weapon.",22064,7549832.739,465067.6883
sloroeagnme,Nocturnal Shrine,You should bring a group and a guide.,23895,7550050.745,463135.7231
slrnmeoeago,Golden Glade,You might want to bring a friend.,35018,7547086.266,448739.331
rolenmoages,Dwindling Warren,You should bring a group.,17696,7550649.495,472250.7769
rasogleneom,Shimmering Road,You should bring a group.,17759,7550868.304,472162.1535
reenloagmso,Infested Cloister,"You should bring a group, a guide, a weapon, and a healer.",35031,7547431.658,448712.6161
ermealgnsoo,Inviting Vale,You should bring a group.,20968,7538895.658,466718.1184
mlenoargeso,Obsidian Desert,You might want to bring a friend.,35440,7550394.526,447899.353
regnesmaool,Cascading Beach,You should be fine.,35448,7550324.457,447887.3658
mageolsnore,Smoky Range,"You should bring a group, a guide, a weapon, and a healer.",164822,7542094.86,445133.3189
almseronoeg,Bountiful Reef,"You should bring a group, a guide, and a weapon.",164820,7541999.374,445306.7133
esargmloone,Enigmatic Barrow,You should be fine.,164819,7541909.747,445409.7946
roamsenloeg,Harmonious Scar,You should be fine.,164821,7542033.879,445329.2825
greneoslmao,Mysterious Bivouac,You should bring a group and a guide.,164823,7542151.934,445132.8848
oolseegmnra,Haunted Expanse,You should bring a group.,27350,7547030.731,459024.3159
onlmegearos,Forbidden Fort,This is probably your last adventure.,164845,7543351.723,445198.6663
seeanolmgor,Quaint Reef,You should bring a group.,164818,7541821.205,445475.333
reelonomsag,Placid Heath,This is probably your last adventure.,4803,7549373.928,483250.7362
mreoesloagn,Fabled Basin,You might want to bring a friend.,5126,7549659.698,482902.377
mragneeosol,Imposing Necropolis,This is probably your last adventure.,4823,7549672.701,483238.5525
lesroaeogmn,Forsaken Hedge,You should bring a group.,82898,7567434.188,495834.4826
slnmgeoeaor,Undulating Moor,You might want to bring a friend.,72040,7566688.77,495790.0443
ngooalemers,Blazing Vale,You should bring a group and a guide.,82579,7566185.333,495860.5748
glenmaroeso,Idyllic Grove,You might want to bring a friend.,82578,7566380.428,495856.3428
agnrosmleeo,Cascading Palace,You should bring a group and a guide.,105938,7567034.162,495844.8717
roesgmolaen,Desolate Tower,You should bring a group and a guide.,72036,7566803.546,495850.8238
meonsalrego,Warped Kingdom,You should be fine.,33404,7541956.59,451115.8228
eloaernsmog,Eldritch Vault,This is probably your last adventure.,29596,7548883.214,455580.875
selaoneomgr,Wraithlike Barrow,You should bring a group.,29431,7549006.887,455789.0371
seerloagonm,Enigmatic Trail,You should bring a group.,72034,7566689.484,495854.4695
grsaooenmle,Glacial Conclave,This is probably your last adventure.,72039,7566692.215,495907.1535
egrlosaeonm,Cascading Savanna,You might want to bring a friend.,29362,7549116.295,455869.1368
oogemlaenrs,Serene Highland,You should bring a group.,25381,7537114.217,461604.4698
roemelnasgo,Bewitched Sepulcher,You should bring a group and a guide.,25341,7536878.78,461643.6227
ereglnmasoo,Hidden Paradise,You might want to bring a friend.,35489,7539948.975,447839.7434
sreoeamlngo,Vast Pond,You might want to bring a friend.,16429,7556748.229,474091.1102
sorlengaemo,Opulent Maze,You might want to bring a friend.,23793,7531515.917,463223.7454
lnsoreogame,Fabled Sea,You might want to bring a friend.,148823,7550167.444,459721.3501
oelnoasgrme,Crystalline Sepulcher,You should bring a group and a guide.,12461,7542211.578,476793.8202
ngeeolsaorm,Abyssal Steppes,You should bring a group.,12566,7542243.287,476717.8136
sremonogela,Tumultuous Cape,"You should bring a group, a guide, a weapon, and a healer.",148826,7550007.131,459425.8661
loormnegesa,Cavernous Hill,You should be fine.,12312,7542129.026,476912.8012
eogmnoresla,Labyrinthine Spring,You should be fine.,12331,7542149.282,476899.1811
oleanmoergs,Bubbling Reef,You should bring a group and a guide.,148821,7549596.852,459046.1414
genooamesrl,Barren Ledge,You should bring a group.,148499,7549584.539,458779.8665
emngelrosoa,Tempered Highland,"You should bring a group, a guide, and a weapon.",148500,7549635.668,458779.1204
esorolaenmg,Asymmetrical Quarters,You should bring a group and a guide.,169619,7549521.686,458521.94
elemogosrna,Abyssal Savanna,You should bring a group and a guide.,124178,7549552.124,458557.165
nesleagoorm,Searing Creek,"You should bring a group, a guide, and a weapon.",169618,7549506.061,458572.9383
goleeranoms,Meandering Vale,You should be fine.,148498,7549579.259,458661.9701
mseaogloner,Frozen Sanctum,You should bring a group.,149138,7550243.581,459157.0184
namloseerog,Searing Atoll,You might want to bring a friend.,148824,7550203.521,459370.2598
samregneolo,Bubbling Well,"You should bring a group, a guide, and a weapon.",148825,7550119.008,459594.8907
eslrgeomaon,Magnificent Ruins,You should be fine.,148502,7549828.159,458748.1391
ogesanlrmoe,Nocturnal Warren,You should bring a group.,12742,7542429.01,476618.1762
enoramolges,Frozen Hedge,You should bring a group and a guide.,148501,7549709.236,458770.0141
rganomesoel,Bountiful Swamp,You might want to bring a friend.,20898,7546588.285,466800.1575
egamrnleoos,Nocturnal Terrace,You might want to bring a friend.,6316,7561122.405,481683.4055
gaoormenels,Gilded Pit,You should be fine.,6433,7561092.295,481583.4455
aenmresoogl,Smoky Gulf,You should bring a group.,6572,7561111.828,481404.5138
lemgosrenoa,Warped Town,This is probably your last adventure.,17560,7545929.951,472519.8182
nosaeomrleg,Majestic Quarry,You should bring a group and a guide.,16202,7544673.223,474222.0574
oaeenolsrmg,Parched Steppes,You should be fine.,20644,7545755.676,467280.7113
reamneolsgo,Untamed Spring,You might want to bring a friend.,148503,7549882.703,458421.6322
leonomgsera,Sublime Vale,"You should bring a group, a guide, a weapon, and a healer.",11030,7547975.973,477756.1266
ramneoeslgo,Brilliant Bog,You might want to bring a friend.,11539,7547840.518,477411.0686
eogmsanrloe,Roaring Vista,You should bring a group and a guide.,148835,7549584.818,459256.1391
rsameneolgo,Foggy Kingdom,You might want to bring a friend.,148834,7550293.074,459881.7398
moseegnlrao,Hazy Dungeon,You should bring a group.,21648,7545179.194,465662.4278
malesoernog,Timeless Village,You might want to bring a friend.,21540,7545187.748,465824.8428
nlrsogaeemo,Forbidden Ruins,You should bring a group and a guide.,148822,7550348.396,459799.2782
omseronglae,Whispered Conclave,You might want to bring a friend.,21245,7544676.021,466213.8366
geemlosonar,Smoky Desert,"You should bring a group, a guide, a weapon, and a healer.",21305,7545198.166,466101.3524
goensraoelm,Tumultuous Square,"You should bring a group, a guide, a weapon, and a healer.",21267,7544802.967,466176.2671
ooelgrsnaem,Reflective Ward,You should bring a group and a guide.,10554,7548083.723,478029.2467
mgroealenso,Coiling Gate,You should bring a group.,30314,7535130.714,454724.2336
msaloengore,Serene Pasture,You should bring a group.,9167,7547142.142,479150.0856
oeosmalenrg,Exotic Reef,You should bring a group and a guide.,24503,7562093.236,462455.1007
eroegaomsnl,Reflective Village,This is probably your last adventure.,24662,7560911.507,462306.2487
meeansoglor,Secluded Harbor,You should bring a group and a guide.,9607,7547021.234,478834.165
regelaonosm,Cavernous Throne,This is probably your last adventure.,24577,7561562.41,462392.2343
measgeoorln,Bizarre Crater,You should bring a group and a guide.,8599,7547958.558,479513.5102
lreoemnosga,Rugged Desert,You should bring a group.,7761,7551959.474,480261.7405
moergoselna,Idyllic Waste,You should be fine.,7773,7551921.838,480258.1991
samlegneoro,Primeval Pass,"You should bring a group, a guide, and a weapon.",7759,7551939.964,480262.6755
oelsrmnoega,Tempestuous Barrow,You might want to bring a friend.,14264,7548120.093,475633.7559
relenagosmo,Legendary Pit,You should be fine.,18432,7546174.911,471139.3182
aserolmoneg,Precarious Boutique,"You should bring a group, a guide, a weapon, and a healer.",17644,7547612.923,472371.0016
esongleamor,Shattered Bog,You should bring a group.,45764,7547428.582,472433.6444
nagleooesmr,Bountiful Basin,You might want to bring a friend.,4840,7550101.646,483223.4882
eoomalrengs,Brooding Tomb,"You should bring a group, a guide, a weapon, and a healer.",7762,7547935.086,480262.7503
renomosaleg,Hallowed Domain,You might want to bring a friend.,4834,7549859.095,483232.0928
eoamrnlgoes,Sunken Wetlands,This is probably your last adventure.,4841,7550150.859,483221.4354
oonlgesmrae,Reverberating Orchard,This is probably your last adventure.,132182,7565058.174,495649.5384
emoenoaslgr,Dilapidated Shrine,"You should bring a group, a guide, a weapon, and a healer.",119061,7564841.758,495895.5912
rmnesgloeao,Ephemeral Oasis,"You should bring a group, a guide, a weapon, and a healer.",22966,7540281.363,464057.5571
oleornamegs,Petrified Garden,You might want to bring a friend.,22982,7540530.729,464049.4554
alergemsnoo,Moldering Domain,You should bring a group and a guide.,15940,7544060.252,474436.3632
loegeosarnm,Sublime Chapel,"You should bring a group, a guide, a weapon, and a healer.",148819,7550100.395,458400.3091
nrloesamoeg,Crystalline Thicket,You should bring a group.,124183,7550099.726,458389.2047
lseraoneogm,Chimerical Summit,You should bring a group and a guide.,132187,7564894.467,495415.3937
elsagrmoeno,Bountiful Glade,You should bring a group and a guide.,119378,7564572.058,495422.2484
eoomrglsnea,Enchanted Ward,"You should bring a group, a guide, and a weapon.",6215,7548490.947,481751.0876
reeglomsona,Flourishing Vault,You should bring a group and a guide.,6207,7548346.984,481767.5728
seglrnoemao,Flickering Basin,You should bring a group.,132185,7565285.691,495735.3025
nleorosaemg,Smoldering Den,You should bring a group.,148818,7550100.916,458410.3786
amoslronege,Untamed Hold,This is probably your last adventure.,160030,7552454.099,453504.7726
olaseonegmr,Parched Grove,You might want to bring a friend.,160029,7552512.889,453494.9747
eorsgnoalem,Foggy Dungeon,You should bring a group.,148505,7549857.672,458548.5177
oemsenraogl,Forgotten Dale,You should bring a group and a guide.,148504,7549928.81,458505.0807
